Marca temporal,"Imagine que está en una conferencia de Educación. Un colega que trabaja en otra Institución Educativa le pregunta si recientemente probó algo diferente con sus alumnos que produjo resultados positivos, negativos, interesantes o mixtos.  Comparta aquí lo que le contaría a su colega:",Sugiera un #hashtag o título para su respuesta anterior:,P1 Mi experiencia produjo…,Pensando en la experiencia/ejemplo que compartí…Me enfoqué en…,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de…,Lo que hice fue a pesar de…, Las decisiones fueron influenciadas por…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes de les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Institución Educativa,Tipo,Esta situación me generó una sensación de…, Esta situación pasa…,Esta situación está relacionada con…,Grado en el que enseña, Género, Edad, El nivel de educación
10/22/2020 15:07:57,Yo hablo de experiencias de vida personales y generales,Experiencias de vida,Resultados interesantes,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Dar soporte emocional a los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Felicidad,Con Frecuencia,Relación con los estudiantes,11,Mujer,40 a 49,Postgrado
10/22/2020 15:09:37,"EL AÑO PASADO SE PRESENTO UN INCIDENTE EN EL CUAL COMENZO A SALIR HUMO DE UN SALON Y EL DOCENTE SALIO GRITANDO UN EXTINTOR Y DEJO A LOS ESTUDIANTES EN EL SALON, AL MOMENTO QUE LO VI SALIR CORRIENDO ME DIRIGI A AYUDAR A EVACUAR EL GRUPO Y CON AYUDA DE UNO DE LOS SEÑORES DE LOGISTICA DAÑAMOS Y GABINETE DONDE HABIA UN EXTINTOR Y EL SEÑOR SE DIRIO A APAGAR EL FUEGO; FUE UNA SITUACION MUY ESTRESANTE DEBIDO A QUE PENSE QUE EL COLEGIO SE IBA A GENERAR UN INCENDIO DE GRANDES MAGNITUDES PORQUE ESTABAMOS EN EL TERCER PISO Y EL TECHO ES DE TABLILLA, ADEMAS PENSABA EN QUE LOS ESTUDIANTES POR ESTAR PENDIENTES DE LA SITUACION FUERAN A VERSE AFECTADOS EN SU SALUD, PORQUE FUE MUY DIFICIL DESPEJAR LA ZONA, DEBIDO A QUE ELLOS QUERIAN VER LA SITUACION",#PRUEBA DE FUEGO,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Angustia/miedo,Muy rara vez,El cuidado del medio ambiente,6,Mujer,30 a 39,Universitario
10/22/2020 15:09:49,"cierto día que un niño venia corriendo ante el llamado de regreso del recreo se cayo junto a mi y se fracturo su mano, en ese momento no entendíamos como una caída tan simple le había generado tremendo trauma al niño y no había en el colegio ninguno preparado para atenderlo, como tampoco elementos para hacerlo, yo logre sostenerle la mano con un cuaderno para inmovilizarlo mientras llegaba su familia.
",#malacaida ,Resultados mixtos,Cumplir con el currículo,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Angustia/miedo,Casi nunca,Cómo resolver conflictos,3,Mujer,50 a 59,Universitario
10/22/2020 15:09:58,"Imagínate que estaba trabajando con unos niños de preescolar en una institución privada, estábamos viendo un cuento en inglés, a la medida que pasaba el cuento yo les hacía preguntas en inglés sobre el cuento, mi sorpresa fue que una niña respondía bien lo que le preguntaba. Esto me llenó de satisfacción porque en ocasiones uno piensa que los chicos no van a responder (por las experiencias que tengo con los adolescentes en instituciones oficiales).
lo que me lleva a pensar que en nuestra educación es muy importante tener buenos profes de idiomas en grados inferiores. ",Inglesenniñosconprofesidoneosenprimaria,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,Felicidad,Muy rara vez,Innovación / creatividad,11,Mujer,50 a 59,Postgrado
10/22/2020 15:12:15,"Si, le contaría que desde que iniciamos el trabajo en casa he encaminado el proceso de valoración no solo a lo cuantitativo, sino que siempre va acompañado de observaciones donde el estudiante puede tener claridad sobre los aspectos que fueron fortaleza y aquellos que deben mejorarse y esto ha suscitado en los algunos estudiantes motivación por mejorar. Este sistema lo he acompañado del refuerzo positivo constante y algunos estudiantes que durante el tiempo presencial eran muy tímidos y poco participativos, veo que su interés en las áreas que oriento se ha incrementado significativamente y al dialogar con sus padres me dicen que el niño está muy contento, que se siente motivado a mejorar porque siente que es capaz. ","Si crees en ti, tu poder no tiene límites. ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Felicidad,Con Frecuencia,La forma cómo los estudiantes aprenden,5,Mujer,40 a 49,Postgrado
10/22/2020 15:13:22,Efectivamente realice un trabajo colaborativo con un compañero para poner en práctica una estrategia innovadora de enseñanza aprendizaje y a través de una investigación se analizaron los resultados obtenidos en el aprendizaje de los participantes.,Investigación en el aula,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Aplicar lo aprendido haciendo cosas concretas,Las restricciones de tiempo,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,Felicidad,Muy rara vez,La forma cómo los estudiantes aprenden,9,Mujer,40 a 49,Postgrado
10/22/2020 15:13:44,"Tenemos en la IE dos estudiantes con discapaciadad mental psicosocial; ambos presentan conductas disruptivas, de agresión constante a sus compañeros, ha sido dificil de manejar la situación, tanto asi que los compañeros les temen, las familias estan molestas por las constantes agresiones y las docentes no saben que mas hacer.  Se optó por reducir el tiempo de la jornada para estos estudiantes, hacer constantes actividades de sensibilización con los padres y con los estudiantes frente a la condicion de estos compañeritos. La situación ha mejorado un poco. ",Desafios de Conducta ,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,no estoy seguro,De vez en cuando,Cómo resolver conflictos,3,Mujer,30 a 39,Universitario
10/22/2020 15:13:49,"Un día a primera hora de clase entra a mi clase en el grupo 11.2 (en ese momento) un estudiante nuevo. Me entrega un papel firmado por la rectora de ese momento  y se acomoda en el último puesto, en un rincón del salón y empieza a distraer al grupo, interrumpe la clase, todo lo que digo hace aportes extraños, incoherentes, el grupo se reía, fue un tanto incómodo, luego empieza  a beber una gaseosa. Me mostraba desde su puesto una servilleta y me decía que si veía las  imágenes....la clase era bloque y en esas suena el timbre y me despido, le dije bienvenido joven, permiso chicos, la clase terminó y todos, no....Adri es un bloque...Yo los ignoré y salí. El chico ese salió detrás de mí, me daba explicaciones que no entendía, yo estaba asustada, de cerca olía a licor, estaba sucio, desordenado...No me dejaba ir...logré salir al pasillo con él y en esas pasaba por otro corredor la rectora y le dijo al joven, ¿Qué haces ahí? Debes irte del colegio....salió corriendo. en ese instante me contaron que era un loco del barrio....fue una mañana horrible para mí...me sentí impotente, sola, desprotegida en el salón, cualquier loco entraba a clases, podía pasarnos algo grave y nadie se enteraba....",#UnLocoEnMiClase#,Resultados mixtos,Cumplir con el currículo,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Rabia,Casi nunca,El trabajo en equipo,11,Mujer,40 a 49,Postgrado
10/22/2020 15:14:06,"En el grupo con el que he podido compartir dos años de su escolaridad en  los grados segundo  y tercero  de  primaria, el estudiante MARIO PEREZ se ha destacado por su excelente participación, liderazgo, creatividad y capacidad  para participar de las actividades sociales y grupales, presenta alto grado  de frustración cuando no  se  le da  la palabra, cuando no es él  quien realiza  las actividades primero o cuando no puede realizar las actividades de primero,  se enoja, llora, grita, haciendo pataletas y generando  caos en el  grupo e  incluso  en  su casa; ya que es una situación generalizada del niño  y que hace difícil  su  control. Desde el  diálogo constante,  el trato  afectivo  con el  niño,  la reflexión individual  con el  niño, el  grupo o  su  familia de cada situación presentada; se han generado  en el  niño cambios a partir de un cuento trabajado  en clase frente al  manejo  de emociones y a diferentes actividades implementadas con el niño, con el  grupo y su familia. Acudí al sicólogo  del programa entorno protector, quien además está mapoyando  al niño  y a su familia.",MANEJO DE EMOCIONES,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,no estoy seguro,Con Frecuencia,Cómo resolver conflictos,3,Mujer,40 a 49,Postgrado
10/22/2020 15:14:25,"En la mayoría de mis trabajos pedagógicos, me he visto confrontada con espacios en los que los estudiantes tienen  dificultades de convivencia; en mi experiencia tengo muy claro, que una solución de éstas, siempre debe de ser abordada desde la más sencilla y básica situación de diferencia; creo y estoy segura que una intervención a tiempo salva situaciones más complejas  que pueden dañar o lesionar para siempre la estadía de mis estudiantes en la institución.  Por esta razón, cada vez que percibo un malestar en mis estudiantes, lo observo, lo indago y estoy atenta para solucionar de manera asertiva, dialogada, comprometida y equitativa dicha situación. Un estudiante escuchado a tiempo, puede evitar muchas confrontaciones y sanciones innecesarias; y por el contrario generar buenos espacios de convivencia con sus compañeros y comunidad en general. ","Escucha, observa y soluciona a tiempo!",Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Felicidad,Con Frecuencia,Cómo resolver conflictos,8,Mujer,40 a 49,Postgrado
10/22/2020 15:15:14,"Estando en el salón de clase,entran de la calle hombres armados buscando un estudiante que en ese momento estaba conmigo,por la ventana preguntan por este y yo del susto les dije que el había salido para el baño,cuando estos se fueron a buscarlo le dije que se volará.yo me fui para la rectoría y le conté a la rectora y ella salió y regaño y saco los tipos del colegio.yo quedé con susto para salir del colegio pero finalmente el estudiante no volvio.y todo paro allí para mí.",Un susto en clase,Resultados interesantes,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Angustia/miedo,Muy rara vez,Mi aporte a la humanidad/al mundo/a los demás,8,Hombre,50 a 59,Postgrado
10/22/2020 15:15:19,"Personalmente me gusta mucho asuntos como bullet journal y gestión del tiempo. Soy una persona que me encantan muchas cosas al tiempo y me cuesta mucho enfocarme. El año pasado, hablando con una estudiante sobre aficiones, le comenté que estaba tratando de manejar un planeador para organizarme de mejor manera. Ella se interesó  y esperó con mucha emoción que le mostrara mi bujo. La verdad me agradó mucho que alguien se interesara en esa herramienta de organización. Un día lo llevé al cole y la niña quedó cautivada, al punto que decidió hacer uno para ella misma. Cada clase me iba mostrando la decoración, los dibujos, compartíamos decoraciones para nuestros bujos. La estudiante se sentía muy agradecida e inspirada a realizar con más orden los hobbies que le gustaba hacer. ",Bujo,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E. JUAN DE DIOS COCK,,Felicidad,De vez en cuando,Lo que hago en mi tiempo libre,6,Mujer,30 a 39,Postgrado
